-7.993258910992301347e-02,3.645173124974683265e-01,-3.608383107322039548e-04
-6.341981262323695412e-02,3.468006942896142419e-01,-3.552477636188162329e-04
-5.480058909090046448e-02,3.282841410789509307e-01,-3.491163151664139724e-04
-4.981105353310041894e-02,2.839649539779917631e-01,-2.821277933977128349e-04
-3.389861134907820595e-02,2.189560369923329863e-01,-1.974687602924477740e-04
-4.219748798006863616e-02,2.384950258418359892e-01,-2.019358774841883758e-04
-6.000757310669035255e-02,2.638824728379478568e-01,-2.078587519243449465e-04
-6.012764735114789483e-02,2.806379914149780830e-01,-2.104790680506594426e-04
-1.150405646223377487e-01,3.136236827514266023e-01,-2.009250173136941980e-04
-9.963650170086302271e-02,2.732475593054698448e-01,-1.888597656951252401e-04
-6.329224763686704114e-02,2.232314944427820913e-01,-1.235628187109969129e-04
-6.336327335668402727e-02,2.110987018885330802e-01,-1.204172982799211713e-04
-5.869543200996504839e-02,2.040245999233141483e-01,-1.177661564387168496e-04
-3.820279721847986976e-02,1.315864640506371197e-01,-2.925444881181809485e-05
-4.824688596458177881e-02,1.000438671354470788e-01,-4.106217856812840070e-06
-6.744041426394620231e-02,6.609184186079504475e-02,4.466265701223888496e-06
-7.378223770178433949e-02,-1.164475524255425415e-02,7.383200090564337903e-05
-7.027613195871491858e-02,-3.268940745772494494e-02,7.985287244298025315e-05
-7.158504843179153143e-02,-4.851737747450340921e-02,8.404751272890814890e-05
-7.078979728790718573e-02,-1.178399621762479810e-01,1.254896235008754455e-04
-8.863937957512099675e-03,-1.803782010256111401e-01,1.574217424993168955e-04
2.805848222683481746e-02,-1.698792714430013562e-01,1.555407533024481348e-04
3.308215457414928617e-02,-1.418293426496337883e-01,1.511784405600582646e-04
3.417821006475790790e-02,-1.259036191032319729e-01,1.474518890701446484e-04
1.276201089909372310e-01,-3.024676999048615533e-01,1.976894192548130200e-04
1.677304666603869066e-01,-3.990332853984803196e-01,2.280103470000850317e-04
1.665301496143809235e-01,-4.295397095580001379e-01,2.395585854128884254e-04
1.811131649077218908e-01,-4.189331069462453594e-01,2.405091525297912308e-04
