-6.927928150245186156e-01,-6.045727628311383661e-01,2.353585415862135307e-04
-6.857436978806629169e-01,-5.781659969575240199e-01,2.316787027242183067e-04
-7.017794897190290371e-01,-5.319405675313371162e-01,2.110586752836307687e-04
-7.208374532677926938e-01,-4.356888330844011503e-01,1.679716856843798756e-04
-6.375374477595989742e-01,-3.067925948742216136e-01,1.083112657452442511e-04
-6.187270215053253253e-01,-3.604551519476093535e-01,1.384008798492045644e-04
-5.310735671898866306e-01,-2.528878590927774450e-01,8.974861093098820746e-05
-5.036728186731561641e-01,-3.393518300383088770e-01,1.333410464665133182e-04
-4.111248225910855147e-01,-3.395389798240297519e-01,1.379525733480938519e-04
-4.052879976341063339e-01,-3.368838529790463276e-01,1.422366655572192935e-04
-3.107943471147908143e-01,-2.228283467748367608e-01,9.058571508830248352e-05
-3.184973820963629687e-01,-1.679675580184366579e-01,7.009728313263233288e-05
-2.288459387807861567e-01,-1.593370623231016303e-02,-2.567091741869229402e-06
-2.374865067064149682e-01,2.587708316246276063e-02,-1.648713465293365308e-05
-1.157678468489626578e-01,1.657057502837183671e-01,-8.064429627695367708e-05
-8.775527364573532108e-02,8.755911278713179868e-02,-4.135308357773998634e-05
-1.586818753870143650e-03,1.216918660123177398e-01,-5.428240604058631920e-05
2.238704832423354940e-02,5.152215355611005493e-02,-1.706197288019454839e-05
1.564353712209697045e-01,8.689512217396128113e-02,-3.310808463019584524e-05
1.673688852538662009e-01,4.746610583184612819e-02,-1.282843788482396111e-05
2.974422240590827715e-01,1.765576364396372888e-01,-6.538526113169196524e-05
2.942386507675508467e-01,1.928153528396135408e-01,-6.994843174399118673e-05
3.533291884307469544e-01,3.064565190736824873e-01,-1.240083053502498010e-04
3.585489993069409520e-01,2.710538310429165820e-01,-1.071550963670006150e-04
4.822532928869229796e-01,3.017207687540559014e-01,-1.187707029298968692e-04
6.374420535783329456e-01,3.350322155260017642e-01,-1.304309921025086083e-04
6.348839810417704621e-01,3.536926059900356023e-01,-1.384647947653762400e-04
6.283020383136693754e-01,3.710365299218665869e-01,-1.461910073426176673e-04
6.294434129661740096e-01,3.803474489537944647e-01,-1.501725877134857455e-04
8.323634878702319551e-01,2.960568355753805392e-01,-1.051208800133063628e-04
9.649391456125286926e-01,2.881211419839130317e-01,-9.661670589419755757e-05
9.075253866352390730e-01,2.332077675452787213e-01,-7.253038302224004892e-05
1.026523838940176070e+00,1.334407041206882583e-01,-2.069810587733898779e-05
9.818184798262352686e-01,6.565899575863123894e-02,9.110122659816010746e-06
9.198648525070156623e-01,1.859441095022733997e-02,2.830027752384397664e-05
1.099060890373001254e+00,4.740676904641417944e-02,2.096497285493816354e-05
1.246560305521911438e+00,6.805474374970686691e-02,2.084550604785582193e-05
1.162011933629804261e+00,8.253196052887694367e-02,1.067017284444610355e-05
1.450643441598709060e+00,-2.580287747604938578e-02,7.295196590767694849e-05
1.396432500058253368e+00,-5.777705594704458936e-02,8.572386659257480511e-05
1.645659694868741862e+00,-7.634912403663453306e-02,1.038003417079758550e-04
1.553457789424218305e+00,-6.256511571924429360e-02,9.528091302467369707e-05
1.784211004321009764e+00,-1.572954627311031750e-01,1.498978736820605275e-04
2.020610224192578741e+00,-2.969187157355298590e-01,2.244838403273205171e-04
1.923226527786888962e+00,-2.644227067804897358e-01,2.061402174347174224e-04
1.833231479601836744e+00,-2.534632928669169893e-01,1.981654735953358921e-04
1.733813991393142295e+00,-2.427692085775210451e-01,1.890579445370844946e-04
1.622867118933708497e+00,-2.341224663662598848e-01,1.807192281204743085e-04
1.796303360559914131e+00,-3.574393568584705028e-01,2.426981647306337964e-04
1.871113861729383210e+00,-4.265659701008479576e-01,2.798712721640258584e-04
1.754924798726685831e+00,-3.983598346901167098e-01,2.613577975482451500e-04
1.845038705184334660e+00,-5.102670089114880181e-01,3.183019457603210246e-04
1.726192750890375383e+00,-4.789212240126726750e-01,2.968054538572001693e-04
1.683789888554511949e+00,-4.747521624010995756e-01,3.306518592043775160e-04
1.555044564559127318e+00,-4.876032485182693055e-01,3.038739218163252266e-04
2.134608317343134942e+00,1.027436099747481402e+00,5.252601956984407922e-04
2.018035051741751573e+00,1.014313675624741506e+00,4.954845468843765716e-04
1.341502687488273171e+00,6.524845835968529073e-01,5.559381397813198357e-04
1.255612300819548777e+00,5.554431173037577274e-01,5.016451441049792504e-04
1.941131259320525437e-01,2.830315529004349795e+00,1.116264978302160911e-03
1.441434466670097336e-01,2.638730048670016259e+00,1.073431634707279697e-03
4.843030339033275317e-03,3.612882732753175841e+00,1.631163289017431876e-03
-3.466629153714563538e-02,3.331715933668191632e+00,1.629178474348431200e-03
5.426714979016367124e-03,3.128612258946147140e+00,1.562695912706182346e-03
-2.959790752207397624e+00,4.835400951410084858e+00,1.449840391852291266e-03
-3.387395952714832514e+00,7.485513046851409946e+00,1.236274939922775559e-03
-3.388084314867369162e+00,7.264932614787266374e+00,1.132120675418785485e-03
-3.244346586287003120e+00,6.850908246938375967e+00,1.107143129614651146e-03
-6.369184505540849806e+00,1.135759348472539543e+01,-8.513330997084291377e-04
-6.206139057035287898e+00,1.325927868598738435e+01,-1.732760301082611389e-03
-4.328953734022434219e+00,1.159541929199635746e+01,-7.590006992459621211e-05
-4.126863605154237113e+00,1.084051065701296501e+01,2.877576474306659665e-05
-5.174745363511603635e+00,1.693556093700139442e+01,-3.448526917464273325e-03
-4.940806260303062025e+00,1.619602493025042378e+01,-3.347775392699468312e-03
-4.721879658740363972e+00,1.530518919525884058e+01,-3.215778951646382656e-03
-4.103885736954755892e+00,1.767325902597049847e+01,-3.436837117625588835e-03
-3.865440606083311081e+00,1.672631885821958520e+01,-3.278577175406226403e-03
-3.614622203180036575e+00,1.579688493327485332e+01,-3.127815886919378154e-03
-3.388966443491254310e+00,1.494017119148860928e+01,-3.012083936230968220e-03
-3.163867681580574409e+00,1.387649931899458977e+01,-2.845990785251479790e-03
-3.229489432486077227e+00,1.906283851457468259e+01,-4.260474664013081704e-03
-2.486715745515284404e+00,2.133559033957928719e+01,-4.526459611861931819e-03
1.539195930667064671e-01,1.968593310292935428e+01,-1.572778600630773353e-03
2.960334383371982514e-01,1.853377404865191025e+01,-1.492162247507592548e-03
4.578520344023919719e-01,1.742806112197151336e+01,-1.401628571100101920e-03
6.060844070723832022e-01,1.617903370014898456e+01,-1.258201672718948713e-03
1.126359327790995346e+00,1.907183776694458999e+01,-2.590901006742675483e-03
1.284893739115376077e+00,1.775467875488825698e+01,-2.418916773028514586e-03
1.342794168747418304e+00,1.647405722626690050e+01,-2.346169403797821081e-03
4.087615041839410601e+00,1.586501910094803591e+01,1.570722709404683308e-03
6.047386781073597284e+00,1.723654954948572993e+01,2.932764700970024244e-03
5.024904484380428471e+00,2.403194434293979498e+01,-3.037672627137326387e-04
1.398339246305023309e+01,2.393838623338155358e+01,4.758086679137717330e-03
1.384355868449231686e+01,2.196070515610006524e+01,5.068932439558715766e-03
4.129667953120837787e+00,3.352124936943345546e+01,-5.419634619225113456e-03
3.956102476202616902e+00,3.171064363681882625e+01,-5.146739011334977229e-03
3.527718636306027555e+00,3.026153357831474722e+01,-5.301942657166373862e-03
1.055697297166250515e+01,1.760877833987183649e+01,7.556667769129439376e-03
9.934714159687541013e+00,1.614295600444535950e+01,7.628501489625670075e-03
1.280495594412822591e+01,1.902460357660595491e+01,-5.293160758187542142e-04
1.683721374414012573e+01,1.768593143097691822e+01,9.590914327030774719e-03
1.616405420659583214e+01,1.633428334010549321e+01,9.354613543256579816e-03
1.210404204426230024e+01,1.870002567694966089e+01,5.328309047556796865e-03
1.344745021690141584e+01,1.436515244060187513e+01,7.636772261867902367e-03
-4.500545497436455378e+01,9.859525778697081932e+01,-6.586236032508248350e-02
-4.434748967434727263e+01,9.542153868077230072e+01,-6.475067965912023604e-02
-2.317647299927793370e+01,6.115566680202405792e+01,-2.836073713292736748e-02
-2.364184624621874065e+01,5.950296887827196457e+01,-2.855122905879579551e-02
8.090408649943645614e+00,1.326488286347687584e+01,9.760336601506196946e-03
7.665713254357512163e+00,1.180784045560733375e+01,9.526228275503412918e-03
7.778739625447817829e+00,9.032080367540366694e+00,1.005454570276852200e-02
-6.455364217742618038e+00,4.844906860184504893e+01,-1.247012783228575519e-02
9.435182850087125317e+00,1.845183288016017187e+01,9.549713755037216381e-03
9.036120462919519980e+00,1.673756888706724411e+01,9.371630147719177753e-03
8.836040720090286626e+00,1.356888177643322990e+01,1.006162003426039689e-02
2.591914376870315451e+00,5.413251109565146635e+01,-1.562307703382622044e-02
1.360900405846496319e+01,3.928832079942603173e+01,-1.357076288953789364e-04
1.301068417642991726e+01,3.665636691661906355e+01,-3.251360670738339735e-06
1.261459300973458753e+01,3.369681300370389465e+01,4.319548282378645951e-04
8.968418559488227970e+00,3.962959399946397809e+01,-3.490722365726162818e-03
8.614135981093687278e+00,3.684965461839115619e+01,-3.004102515692094310e-03
7.856216041883448575e+00,4.055444934382129674e+01,-6.141673580250170232e-03
7.843907762249567206e+00,3.766706520059320695e+01,-5.489349347441570444e-03
7.065781931165419749e+00,3.975077244000966914e+01,-5.143218648601238438e-03
1.442763623094099756e+01,2.645841267588999912e+01,7.670651467845800847e-03
1.391098460786226454e+01,2.390618454665823123e+01,7.874055104284065354e-03
1.148082562854009403e+01,3.367921462367087315e+01,-1.074369392980370399e-03
1.686872446185738994e+01,3.104271515918929936e+01,2.463920881052595983e-03
1.653707240421867652e+01,2.826888834637290060e+01,2.729030313113984304e-03
1.635476786471853572e+01,2.550852904062056936e+01,3.335464764615825740e-03
1.629633628322925176e+01,2.246584315529086950e+01,4.166055593366106355e-03
1.216441462655471639e+01,2.942290585587537421e+01,-2.410527576513786779e-03
1.160024810617851188e+01,2.675812574610772288e+01,-2.010308831153023723e-03
2.077967085549031623e+01,1.904454249299871194e+01,5.137802854581421594e-03
1.826823849167800518e+01,1.912580848452003579e+01,3.093892842496047315e-03
1.508233600427965726e+01,2.436938367277538831e+01,-3.094128171660731554e-04
1.325667061475895103e+01,2.341905290215551361e+01,-1.178907694173575481e-03
1.223386771360249625e+01,2.098711661525236494e+01,-8.284157761970359964e-04
1.927056253418110998e+01,1.810019386331028812e+01,1.457571456206937848e-03
1.881120658639190069e+01,2.506919368794524772e+01,7.641076339081376593e-04
1.710937948135322273e+01,2.383677222206815571e+01,2.225450234125733034e-04
2.198513325590073109e+01,1.707414552551254516e+01,5.919266445956650365e-03
2.095044639535236186e+01,1.441107742690832438e+01,6.442546860989072088e-03
1.635724466408298383e+01,2.649827907492614187e+01,-2.787754298294072963e-03
1.511356277610883758e+01,2.532069113248830661e+01,-3.145694228301686678e-03
1.411826488080514785e+01,2.369023992787847988e+01,-2.967092978887418339e-03
1.767819221864143842e+01,2.204624481687857340e+01,-3.111633646294734244e-03
